Time@[Altitude (Baro-Ft-AGL)],[Altitude (Baro-Ft-AGL)]
77.795,5344.36
77.845,5342.88
77.895,5341.39
77.945,5339.91
77.995,5338.43
78.045,5338.43
78.095,5338.43
78.145,5336.95
78.195,5335.46
78.245,5335.46
78.295,5333.98
78.345,5333.98
78.395,5332.5
78.445,5332.5
78.495,5331.02
78.545,5331.02
78.595,5329.54
78.645,5328.05
78.695,5328.05
78.745,5326.57
78.795,5325.09
78.845,5326.57
78.895,5325.09
78.945,5323.61
78.995,5323.61
79.045,5322.12
79.095,5322.12
79.145,5320.64
79.195,5319.16
79.245,5319.16
79.295,5317.68
79.345,5316.19
79.395,5316.19
79.445,5314.71
79.495,5313.23
79.545,5313.23
79.595,5313.23
79.645,5311.75
79.695,5311.75
79.745,5310.26
79.795,5310.26
79.845,5308.79
79.895,5308.79
79.945,5307.31
79.995,5305.83
80.045,5305.83
80.095,5304.34
80.145,5302.86
80.195,5302.86
80.245,5301.38
80.295,5301.38
80.345,5299.9
80.395,5299.9
80.445,5299.9
80.495,5298.41
80.545,5298.41
80.595,5296.94
80.645,5295.46
80.695,5293.97
80.745,5292.49
80.795,5292.49
80.845,5291.01
80.895,5289.54
80.945,5289.54
80.995,5289.54
81.045,5288.05
81.095,5288.05
81.145,5286.57
81.195,5286.57
81.245,5286.57
81.295,5285.09
81.345,5283.61
81.395,5282.13
81.445,5282.13
81.495,5280.65
81.545,5280.65
81.595,5280.65
81.645,5279.17
81.695,5277.69
81.745,5277.69
81.795,5276.21
81.845,5274.73
81.895,5274.73
81.945,5274.73
81.995,5273.26
82.045,5271.77
82.095,5271.77
82.145,5270.29
82.195,5270.29
82.245,5268.81
82.295,5268.81
82.345,5267.33
82.395,5267.33
82.445,5265.85
82.495,5265.85
82.545,5264.37
82.595,5264.37
82.645,5262.9
82.695,5262.9
82.745,5261.41
82.795,5261.41
82.845,5259.94
82.895,5258.46
82.945,5258.46
82.995,5256.98
83.045,5256.98
83.095,5255.5
83.145,5255.5
83.195,5254.02
83.245,5252.54
83.295,5252.54
83.345,5251.06
83.395,5249.58
83.445,5249.58
83.495,5248.11
83.545,5248.11
83.595,5246.63
83.645,5246.63
83.695,5246.63
83.745,5245.15
83.795,5243.67
83.845,5243.67
83.895,5242.2
83.945,5240.71
83.995,5240.71
84.045,5239.24
84.095,5239.24
84.145,5237.76
84.195,5236.28
84.245,5234.8
84.295,5234.8
84.345,5234.8
84.395,5234.8
84.445,5233.32
84.495,5233.32
84.545,5233.32
84.595,5231.84
84.645,5231.84
84.695,5228.89
84.745,5228.89
84.795,5228.89
84.845,5227.42
84.895,5225.93
84.945,5224.46
84.995,5222.98
85.045,5222.98
85.095,5222.98
85.145,5221.5
85.195,5221.5
85.245,5221.5
85.295,5220.03
85.345,5220.03
85.395,5218.55
85.445,5217.07
85.495,5217.07
85.545,5217.07
85.595,5215.59
85.645,5214.12
85.695,5214.12
85.745,5212.63
85.795,5209.69
85.845,5209.69
85.895,5209.69
85.945,5209.69
85.995,5208.2
86.045,5208.2
86.095,5206.73
86.145,5206.73
86.195,5205.26
86.245,5203.78
86.295,5202.3
86.345,5202.3
86.395,5202.3
86.445,5200.83
86.495,5200.83
86.545,5199.34
86.595,5199.34
86.645,5197.87
86.695,5197.87
86.745,5196.4
86.795,5196.4
86.845,5194.92
86.895,5193.44
86.945,5193.44
86.995,5191.97
87.045,5190.49
87.095,5190.49
87.145,5190.49
87.195,5189.02
87.245,5189.02
87.295,5187.54
87.345,5187.54
87.395,5186.06
87.445,5184.59
87.495,5184.59
87.545,5183.12
87.595,5183.12
87.645,5181.63
87.695,5180.16
87.745,5180.16
87.795,5178.69
87.845,5177.21
87.895,5175.74
87.945,5175.74
87.995,5174.27
88.045,5174.27
88.095,5174.27
88.145,5172.78
88.195,5171.31
88.245,5171.31
88.295,5169.84
88.345,5168.36
88.395,5168.36
88.445,5168.36
88.495,5166.89
88.545,5166.89
88.595,5165.41
88.645,5163.93
88.695,5163.93
88.745,5163.93
88.795,5162.46
88.845,5162.46
88.895,5160.98
88.945,5160.98
88.995,5159.51
89.045,5158.04
89.095,5158.04
89.145,5156.56
89.195,5156.56
89.245,5155.09
89.295,5153.62
89.345,5153.62
89.395,5152.14
89.445,5152.14
89.495,5150.67
89.545,5150.67
89.595,5149.19
89.645,5149.19
89.695,5149.19
89.745,5147.72
89.795,5146.25
89.845,5146.25
89.895,5144.77
89.945,5143.3
89.995,5143.3
90.045,5141.83
90.095,5140.35
90.145,5138.88
90.195,5138.88
90.245,5138.88
90.295,5137.41
90.345,5135.93
90.395,5135.93
90.445,5135.93
90.495,5134.46
90.545,5132.98
90.595,5131.51
90.645,5130.04
90.695,5130.04
90.745,5128.56
90.795,5127.09
90.845,5128.56
90.895,5127.09
90.945,5125.62
90.995,5125.62
91.045,5124.14
91.095,5124.14
91.145,5124.14
91.195,5122.67
91.245,5121.2
91.295,5119.73
91.345,5119.73
91.395,5118.25
91.445,5119.73
91.495,5118.25
91.545,5116.78
91.595,5115.31
91.645,5115.31
91.695,5115.31
91.745,5113.83
91.795,5113.83
91.845,5112.36
91.895,5110.89
91.945,5110.89
91.995,5109.42
92.045,5109.42
92.095,5107.95
92.145,5106.47
92.195,5106.47
92.245,5105
92.295,5105
92.345,5105
92.395,5103.53
92.445,5102.05
92.495,5100.59
92.545,5100.59
92.595,5099.11
92.645,5097.64
92.695,5097.64
92.745,5097.64
92.795,5096.17
92.845,5094.7
92.895,5094.7
92.945,5093.23
92.995,5093.23
93.045,5091.75
93.095,5091.75
93.145,5090.29
93.195,5088.82
93.245,5088.82
93.295,5087.34
93.345,5085.87
93.395,5084.4
93.445,5084.4
93.495,5082.93
93.545,5082.93
93.595,5082.93
93.645,5082.93
93.695,5081.46
93.745,5079.99
93.795,5079.99
93.845,5078.52
93.895,5078.52
93.945,5077.04
93.995,5077.04
94.045,5075.58
94.095,5075.58
94.145,5074.1
94.195,5072.64
94.245,5071.17
94.295,5071.17
94.345,5071.17
94.395,5069.69
94.445,5069.69
94.495,5068.22
94.545,5066.75
94.595,5065.28
94.645,5065.28
94.695,5063.81
94.745,5062.34
94.795,5062.34
94.845,5060.88
94.895,5060.88
94.945,5059.4
94.995,5059.4
95.045,5059.4
95.095,5057.94
95.145,5056.46
95.195,5056.46
95.245,5056.46
95.295,5055
95.345,5053.52
95.395,5053.52
95.445,5052.05
95.495,5052.05
95.545,5050.59
95.595,5049.11
95.645,5049.11
95.695,5047.65
95.745,5046.17
95.795,5046.17
95.845,5046.17
95.895,5044.71
95.945,5043.23
95.995,5043.23
96.045,5043.23
96.095,5041.77
96.145,5040.3
96.195,5040.3
96.245,5040.3
96.295,5038.83
96.345,5038.83
96.395,5037.37
96.445,5035.89
96.495,5034.43
96.545,5034.43
96.595,5034.43
96.645,5032.95
96.695,5032.95
96.745,5031.49
96.795,5030.01
96.845,5030.01
96.895,5028.55
96.945,5028.55
96.995,5027.08
97.045,5027.08
97.095,5027.08
97.145,5025.61
97.195,5025.61
97.245,5024.15
97.295,5022.68
97.345,5022.68
97.395,5021.21
97.445,5021.21
97.495,5019.74
97.545,5018.27
97.595,5018.27
97.645,5018.27
97.695,5016.8
97.745,5016.8
97.795,5016.8
97.845,5015.34
97.895,5013.86
97.945,5013.86
97.995,5012.4
98.045,5012.4
98.095,5010.93
98.145,5009.47
98.195,5009.47
98.245,5008
98.295,5008
98.345,5006.53
98.395,5006.53
98.445,5005.06
98.495,5005.06
98.545,5003.6
98.595,5002.13
98.645,5002.13
98.695,5002.13
98.745,5000.66
98.795,5000.66
98.845,4999.2
98.895,4997.72
98.945,4997.72
98.995,4997.72
99.045,4996.26
99.095,4996.26
99.145,4994.79
99.195,4993.33
99.245,4993.33
99.295,4991.86
99.345,4991.86
99.395,4990.39
99.445,4990.39
99.495,4988.92
99.545,4987.46
99.595,4987.46
99.645,4987.46
99.695,4987.46
99.745,4985.99
99.795,4984.53
99.845,4983.05
99.895,4983.05
99.945,4983.05
99.995,4981.59
100.045,4981.59
100.095,4980.12
100.145,4978.66
100.195,4977.19
100.245,4977.19
100.295,4977.19
100.345,4975.73
100.395,4974.26
100.445,4972.8
100.495,4972.8
100.545,4971.33
100.595,4969.86
100.645,4969.86
100.695,4968.4
100.745,4968.4
100.795,4966.93
100.845,4966.93
100.895,4965.46
100.945,4964
100.995,4964
101.045,4964
101.095,4962.54
101.145,4962.54
101.195,4962.54
101.245,4961.07
101.295,4961.07
101.345,4959.6
101.395,4959.6
101.445,4958.14
101.495,4958.14
101.545,4956.67
101.595,4955.21
101.645,4955.21
101.695,4953.75
101.745,4952.28
101.795,4952.28
101.845,4952.28
101.895,4950.81
101.945,4950.81
101.995,4949.35
102.045,4949.35
102.095,4947.88
102.145,4947.88
102.195,4946.42
102.245,4946.42
102.295,4944.95
102.345,4944.95
102.395,4943.49
102.445,4942.02
102.495,4942.02
102.545,4940.56
102.595,4940.56
102.645,4939.09
102.695,4937.64
102.745,4937.64
102.795,4936.16
102.845,4934.71
102.895,4934.71
102.945,4934.71
102.995,4933.24
103.045,4931.78
103.095,4931.78
103.145,4930.31
103.195,4930.31
103.245,4928.85
103.295,4928.85
103.345,4928.85
103.395,4928.85
103.445,4927.38
103.495,4927.38
103.545,4925.92
103.595,4924.46
103.645,4924.46
103.695,4924.46
103.745,4924.46
103.795,4923
103.845,4921.53
103.895,4921.53
103.945,4921.53
103.995,4921.53
104.045,4920.07
104.095,4918.6
104.145,4918.6
104.195,4917.14
104.245,4917.14
104.295,4917.14
104.345,4917.14
104.395,4915.68
104.445,4915.68
104.495,4914.21
104.545,4914.21
104.595,4912.75
104.645,4911.28
104.695,4911.28
104.745,4909.83
104.795,4909.83
104.845,4909.83
104.895,4908.36
104.945,4908.36
104.995,4906.9
105.045,4905.43
105.095,4905.43
105.145,4903.97
105.195,4902.51
105.245,4902.51
105.295,4902.51
105.345,4901.05
105.395,4901.05
105.445,4901.05
105.495,4899.58
105.545,4899.58
105.595,4899.58
105.645,4898.13
105.695,4896.66
105.745,4896.66
105.795,4895.19
105.845,4893.74
105.895,4893.74
105.945,4892.27
105.995,4892.27
106.045,4890.81
106.095,4890.81
106.145,4889.35
106.195,4889.35
106.245,4887.89
106.295,4887.89
106.345,4886.42
106.395,4886.42
106.445,4884.96
106.495,4884.96
106.545,4883.5
106.595,4883.5
106.645,4882.04
106.695,4882.04
106.745,4882.04
106.795,4880.58
106.845,4880.58
106.895,4880.58
106.945,4879.11
106.995,4879.11
107.045,4877.65
107.095,4877.65
107.145,4877.65
107.195,4876.19
107.245,4874.73
107.295,4874.73
107.345,4873.27
107.395,4873.27
107.445,4873.27
107.495,4871.81
107.545,4873.27
107.595,4871.81
107.645,4871.81
107.695,4870.34
107.745,4868.88
107.795,4867.42
107.845,4867.42
107.895,4865.96
107.945,4865.96
107.995,4864.5
108.045,4864.5
108.095,4863.04
108.145,4861.58
108.195,4861.58
108.245,4860.12
108.295,4858.66
108.345,4858.66
108.395,4858.66
108.445,4857.2
108.495,4855.73
108.545,4855.73
108.595,4854.28
108.645,4854.28
108.695,4852.81
108.745,4852.81
108.795,4852.81
108.845,4851.36
108.895,4851.36
108.945,4851.36
108.995,4848.43
109.045,4848.43
109.095,4846.98
109.145,4846.98
109.195,4846.98
109.245,4844.06
109.295,4844.06
109.345,4844.06
109.395,4842.59
109.445,4841.13
109.495,4841.13
109.545,4839.68
109.595,4839.68
109.645,4839.68
109.695,4839.68
109.745,4839.68
109.795,4838.21
109.845,4836.76
109.895,4836.76
109.945,4836.76
109.995,4835.29
110.045,4835.29
110.095,4835.29
110.145,4833.84
110.195,4833.84
110.245,4833.84
110.295,4832.38
110.345,4830.91
110.395,4830.91
110.445,4830.91
110.495,4829.46
110.545,4828
110.595,4828
110.645,4826.54
110.695,4826.54
110.745,4825.08
110.795,4825.08
110.845,4825.08
110.895,4825.08
110.945,4823.62
110.995,4822.16
111.045,4820.7
111.095,4820.7
111.145,4820.7
111.195,4819.25
111.245,4819.25
111.295,4817.78
111.345,4817.78
111.395,4816.32
111.445,4814.87
111.495,4813.41
111.545,4813.41
111.595,4811.95
111.645,4811.95
111.695,4810.49
111.745,4809.03
111.795,4809.03
111.845,4807.58
111.895,4807.58
111.945,4806.11
111.995,4807.58
112.045,4806.11
112.095,4806.11
112.145,4804.66
112.195,4804.66
112.245,4803.2
112.295,4803.2
112.345,4803.2
112.395,4801.74
112.445,4801.74
112.495,4801.74
112.545,4800.28
112.595,4798.82
112.645,4798.82
112.695,4797.37
112.745,4795.91
112.795,4795.91
112.845,4795.91
112.895,4794.45
112.945,4794.45
112.995,4794.45
113.045,4794.45
113.095,4793
113.145,4793
113.195,4793
113.245,4791.54
113.295,4790.08
113.345,4790.08
113.395,4788.62
113.445,4788.62
113.495,4787.16
113.545,4785.71
113.595,4785.71
113.645,4785.71
113.695,4784.25
113.745,4784.25
113.795,4782.79
113.845,4782.79
113.895,4781.34
113.945,4781.34
113.995,4779.88
114.045,4779.88
114.095,4779.88
114.145,4778.42
114.195,4778.42
114.245,4776.97
114.295,4776.97
114.345,4775.5
114.395,4775.5
114.445,4775.5
114.495,4774.05
114.545,4774.05
114.595,4772.59
114.645,4772.59
114.695,4772.59
114.745,4771.13
114.795,4771.13
114.845,4769.68
114.895,4769.68
114.945,4768.22
114.995,4766.76
115.045,4766.76
115.095,4765.31
115.145,4763.85
115.195,4763.85
115.245,4762.4
115.295,4762.4
115.345,4760.94
115.395,4759.48
115.445,4758.03
115.495,4758.03
115.545,4756.57
115.595,4756.57
115.645,4755.11
115.695,4755.11
115.745,4755.11
115.795,4753.66
115.845,4753.66
115.895,4753.66
115.945,4752.2
115.995,4752.2
116.045,4752.2
116.095,4752.2
116.145,4750.74
116.195,4750.74
116.245,4749.29
116.295,4749.29
116.345,4747.84
116.395,4747.84
116.445,4746.38
116.495,4746.38
116.545,4744.93
116.595,4744.93
116.645,4744.93
116.695,4743.47
116.745,4743.47
116.795,4743.47
116.845,4742.01
116.895,4740.56
116.945,4740.56
116.995,4739.1
117.045,4739.1
117.095,4739.1
117.145,4737.65
117.195,4737.65
117.245,4736.19
117.295,4736.19
117.345,4734.74
117.395,4734.74
117.445,4734.74
117.495,4733.29
117.545,4731.83
117.595,4731.83
117.645,4730.37
117.695,4730.37
117.745,4728.92
117.795,4728.92
117.845,4728.92
117.895,4727.47
117.945,4727.47
117.995,4726.01
118.045,4724.56
118.095,4723.1
118.145,4723.1
118.195,4721.64
118.245,4721.64
118.295,4721.64
118.345,4720.19
118.395,4718.74
118.445,4718.74
118.495,4717.28
118.545,4717.28
118.595,4717.28
118.645,4715.83
118.695,4715.83
118.745,4715.83
118.795,4714.38
118.845,4712.92
118.895,4712.92
118.945,4712.92
118.995,4711.46
119.045,4711.46
119.095,4710.01
119.145,4708.56
119.195,4708.56
119.245,4707.1
119.295,4707.1
119.345,4705.65
119.395,4705.65
119.445,4704.19
119.495,4702.74
119.545,4702.74
119.595,4702.74
119.645,4701.29
119.695,4701.29
119.745,4701.29
119.795,4699.83
119.845,4698.38
119.895,4698.38
119.945,4698.38
119.995,4698.38
120.045,4698.38
120.095,4696.93
120.145,4696.93
120.195,4695.48
120.245,4694.02
120.295,4694.02
120.345,4692.57
120.395,4692.57
120.445,4691.12
120.495,4691.12
120.545,4691.12
120.595,4689.66
120.645,4689.66
120.695,4688.21
120.745,4688.21
120.795,4686.76
120.845,4685.3
120.895,4683.85
120.945,4682.4
120.995,4682.4
121.045,4682.4
121.095,4682.4
121.145,4680.95
121.195,4679.49
121.245,4679.49
121.295,4678.04
121.345,4678.04
121.395,4676.59
121.445,4676.59
121.495,4675.13
121.545,4673.69
121.595,4673.69
121.645,4672.23
121.695,4672.23
121.745,4672.23
121.795,4672.23
121.845,4670.78
121.895,4670.78
121.945,4670.78
121.995,4669.33
122.045,4667.88
122.095,4667.88
122.145,4666.42
122.195,4666.42
122.245,4664.97
122.295,4663.52
122.345,4663.52
122.395,4662.07
122.445,4662.07
122.495,4660.61
122.545,4660.61
122.595,4660.61
122.645,4660.61
122.695,4659.17
122.745,4657.71
122.795,4656.26
122.845,4654.8
122.895,4654.8
122.945,4654.8
122.995,4654.8
123.045,4653.36
123.095,4651.91
123.145,4651.91
123.195,4650.45
123.245,4650.45
123.295,4649.01
123.345,4649.01
123.395,4647.56
123.445,4647.56
123.495,4646.1
123.545,4646.1
123.595,4646.1
123.645,4644.65
123.695,4644.65
123.745,4643.2
123.795,4643.2
123.845,4643.2
123.895,4643.2
123.945,4641.75
123.995,4641.75
124.045,4640.3
124.095,4640.3
124.145,4638.85
124.195,4638.85
124.245,4637.4
124.295,4637.4
124.345,4635.95
124.395,4635.95
124.445,4635.95
124.495,4634.49
124.545,4634.49
124.595,4633.05
124.645,4633.05
124.695,4631.6
124.745,4631.6
124.795,4630.14
124.845,4630.14
124.895,4628.69
124.945,4627.25
124.995,4627.25
125.045,4625.8
125.095,4625.8
125.145,4624.34
125.195,4622.89
125.245,4622.89
125.295,4621.45
125.345,4621.45
125.395,4619.99
125.445,4619.99
125.495,4618.54
125.545,4618.54
125.595,4618.54
125.645,4617.09
125.695,4615.65
125.745,4614.2
125.795,4614.2
125.845,4612.74
125.895,4612.74
125.945,4611.3
125.995,4611.3
126.045,4611.3
126.095,4609.85
126.145,4608.4
126.195,4608.4
126.245,4606.94
126.295,4606.94
126.345,4605.5
126.395,4604.05
126.445,4604.05
126.495,4602.6
126.545,4604.05
126.595,4602.6
126.645,4602.6
126.695,4601.15
126.745,4599.71
126.795,4599.71
126.845,4599.71
126.895,4598.26
126.945,4598.26
126.995,4596.8
127.045,4595.35
127.095,4595.35
127.145,4593.91
127.195,4593.91
127.245,4592.46
127.295,4592.46
127.345,4592.46
127.395,4591.01
127.445,4591.01
127.495,4591.01
127.545,4589.56
127.595,4589.56
127.645,4589.56
127.695,4588.12
127.745,4588.12
127.795,4588.12
127.845,4586.67
127.895,4586.67
127.945,4586.67
127.995,4585.22
128.045,4585.22
128.095,4583.77
128.145,4582.32
128.195,4582.32
128.245,4580.87
128.295,4579.42
128.345,4579.42
128.395,4577.97
128.445,4576.52
128.495,4576.52
128.545,4575.08
128.595,4575.08
128.645,4573.63
128.695,4572.18
128.745,4572.18
128.795,4570.73
128.845,4569.29
128.895,4567.84
128.945,4566.39
128.995,4566.39
129.045,4564.94
129.095,4564.94
129.145,4563.5
129.195,4563.5
129.245,4563.5
129.295,4562.06
129.345,4562.06
129.395,4562.06
129.445,4560.61
129.495,4560.61
129.545,4559.16
129.595,4559.16
129.645,4557.71
129.695,4557.71
129.745,4557.71
129.795,4556.26
129.845,4554.82
129.895,4554.82
129.945,4554.82
129.995,4553.37
130.045,4553.37
130.095,4551.92
130.145,4551.92
130.195,4550.47
130.245,4549.03
130.295,4549.03
130.345,4549.03
130.395,4547.58
130.445,4546.14
130.495,4546.14
130.545,4544.69
130.595,4544.69
130.645,4543.24
130.695,4541.8
130.745,4541.8
130.795,4541.8
130.845,4540.35
130.895,4538.9
130.945,4538.9
130.995,4537.45
131.045,4537.45
131.095,4537.45
131.145,4536.01
131.195,4536.01
131.245,4534.57
131.295,4534.57
131.345,4533.12
131.395,4533.12
131.445,4531.67
131.495,4531.67
131.545,4531.67
131.595,4530.23
131.645,4528.78
131.695,4528.78
131.745,4527.34
131.795,4525.89
131.845,4525.89
131.895,4525.89
131.945,4525.89
131.995,4525.89
132.045,4524.44
132.095,4524.44
132.145,4523
132.195,4521.55
132.245,4521.55
132.295,4520.11
132.345,4520.11
132.395,4520.11
132.445,4518.67
132.495,4517.22
132.545,4517.22
132.595,4515.77
132.645,4515.77
132.695,4514.33
132.745,4514.33
132.795,4512.89
132.845,4512.89
132.895,4511.44
132.945,4511.44
132.995,4509.99
133.045,4508.55
133.095,4507.1
133.145,4507.1
133.195,4507.1
133.245,4505.66
133.295,4504.22
133.345,4504.22
133.395,4502.77
133.445,4501.32
133.495,4501.32
133.545,4499.88
133.595,4498.43
133.645,4498.43
133.695,4497
133.745,4497
133.795,4494.1
133.845,4494.1
133.895,4494.1
133.945,4492.66
133.995,4492.66
134.045,4491.21
134.095,4489.77
134.145,4488.33
134.195,4488.33
134.245,4486.88
134.295,4486.88
134.345,4486.88
134.395,4485.44
134.445,4485.44
134.495,4485.44
134.545,4483.99
134.595,4483.99
134.645,4483.99
134.695,4482.55
134.745,4481.11
134.795,4481.11
134.845,4479.67
134.895,4479.67
134.945,4479.67
134.995,4478.22
135.045,4478.22
135.095,4475.33
135.145,4475.33
135.195,4473.89
135.245,4475.33
135.295,4473.89
135.345,4473.89
135.395,4472.45
135.445,4472.45
135.495,4471.01
135.545,4471.01
135.595,4471.01
135.645,4469.56
135.695,4469.56
135.745,4468.12
135.795,4468.12
135.845,4466.67
135.895,4466.67
135.945,4465.23
135.995,4465.23
136.045,4462.35
136.095,4462.35
136.145,4460.91
136.195,4460.91
136.245,4459.46
136.295,4458.02
136.345,4458.02
136.395,4456.57
136.445,4455.13
136.495,4455.13
136.545,4455.13
136.595,4453.69
136.645,4452.25
136.695,4452.25
136.745,4450.81
136.795,4450.81
136.845,4450.81
136.895,4449.37
136.945,4449.37
136.995,4449.37
137.045,4447.92
137.095,4446.48
137.145,4446.48
137.195,4445.03
137.245,4445.03
137.295,4445.03
137.345,4445.03
137.395,4443.59
137.445,4443.59
137.495,4442.16
137.545,4440.71
137.595,4440.71
137.645,4439.27
137.695,4439.27
137.745,4439.27
137.795,4437.83
137.845,4434.94
137.895,4434.94
137.945,4433.5
137.995,4433.5
138.045,4433.5
138.095,4432.07
138.145,4432.07
138.195,4433.5
138.245,4432.07
138.295,4430.63
138.345,4430.63
138.395,4429.18
138.445,4429.18
138.495,4427.74
138.545,4427.74
138.595,4426.3
138.645,4426.3
138.695,4424.85
138.745,4424.85
138.795,4423.41
138.845,4421.97
138.895,4420.54
138.945,4420.54
138.995,4419.1
139.045,4419.1
139.095,4417.65
139.145,4416.21
139.195,4416.21
139.245,4414.77
139.295,4414.77
139.345,4411.89
139.395,4410.45
139.445,4410.45
139.495,4410.45
139.545,4410.45
139.595,4409.01
139.645,4409.01
139.695,4407.57
139.745,4409.01
139.795,4407.57
139.845,4407.57
139.895,4407.57
139.945,4406.13
139.995,4404.69
140.045,4404.69
140.095,4403.25
140.145,4401.81
140.195,4400.37
140.245,4400.37
140.295,4398.93
140.345,4398.93
140.395,4398.93
140.445,4397.48
140.495,4396.05
140.545,4396.05
140.595,4394.61
140.645,4394.61
140.695,4393.17
140.745,4391.73
140.795,4391.73
140.845,4390.29
140.895,4388.85
140.945,4388.85
140.995,4387.41
141.045,4385.97
141.095,4385.97
141.145,4384.53
141.195,4384.53
141.245,4384.53
141.295,4384.53
141.345,4384.53
141.395,4384.53
141.445,4383.09
141.495,4383.09
141.545,4381.66
141.595,4381.66
141.645,4380.22
141.695,4380.22
141.745,4378.78
141.795,4377.34
141.845,4377.34
141.895,4377.34
141.945,4375.9
141.995,4375.9
142.045,4374.46
142.095,4374.46
142.145,4373.02
142.195,4373.02
142.245,4370.14
142.295,4370.14
142.345,4368.7
142.395,4368.7
142.445,4367.26
142.495,4365.83
142.545,4365.83
142.595,4364.39
142.645,4362.95
142.695,4362.95
142.745,4361.51
142.795,4361.51
142.845,4360.07
142.895,4360.07
142.945,4358.64
142.995,4358.64
143.045,4358.64
143.095,4358.64
143.145,4357.2
143.195,4357.2
143.245,4355.76
143.295,4355.76
143.345,4354.32
143.395,4354.32
143.445,4354.32
143.495,4352.88
143.545,4352.88
143.595,4352.88
143.645,4351.44
143.695,4351.44
143.745,4350
143.795,4348.57
143.845,4348.57
143.895,4348.57
143.945,4347.14
143.995,4347.14
144.045,4345.7
144.095,4345.7
144.145,4344.26
144.195,4344.26
144.245,4342.82
144.295,4342.82
144.345,4341.38
144.395,4339.95
144.445,4339.95
144.495,4338.51
144.545,4338.51
144.595,4337.07
144.645,4337.07
144.695,4335.63
144.745,4335.63
144.795,4334.2
144.845,4332.76
144.895,4332.76
144.945,4332.76
144.995,4332.76
145.045,4331.32
145.095,4331.32
145.145,4329.88
145.195,4329.88
145.245,4328.45
145.295,4327.01
145.345,4325.58
145.395,4324.14
145.445,4322.71
145.495,4322.71
145.545,4321.27
145.595,4319.83
145.645,4318.4
145.695,4316.96
145.745,4316.96
145.795,4316.96
145.845,4316.96
145.895,4315.52
145.945,4314.08
145.995,4315.52
146.045,4314.08
146.095,4312.65
146.145,4312.65
146.195,4311.21
146.245,4309.78
146.295,4308.34
146.345,4308.34
146.395,4308.34
146.445,4306.9
146.495,4306.9
146.545,4306.9
146.595,4306.9
146.645,4306.9
146.695,4305.47
146.745,4304.03
146.795,4304.03
146.845,4302.6
146.895,4302.6
146.945,4302.6
146.995,4301.16
147.045,4301.16
147.095,4299.73
147.145,4298.29
147.195,4298.29
147.245,4296.86
147.295,4295.42
147.345,4295.42
147.395,4295.42
147.445,4295.42
147.495,4293.99
147.545,4292.55
147.595,4291.12
147.645,4291.12
147.695,4289.68
147.745,4289.68
147.795,4288.25
147.845,4288.25
147.895,4286.81
147.945,4286.81
147.995,4285.38
148.045,4283.94
148.095,4283.94
148.145,4282.51
148.195,4281.07
148.245,4281.07
148.295,4279.64
148.345,4278.2
148.395,4278.2
148.445,4278.2
148.495,4276.77
148.545,4276.77
148.595,4276.77
148.645,4275.33
148.695,4275.33
148.745,4273.9
148.795,4273.9
148.845,4273.9
148.895,4273.9
148.945,4272.46
148.995,4272.46
149.045,4271.03
149.095,4269.6
149.145,4269.6
149.195,4268.16
149.245,4268.16
149.295,4266.73
149.345,4266.73
149.395,4265.29
149.445,4265.29
149.495,4263.86
149.545,4262.42
149.595,4260.99
149.645,4260.99
149.695,4259.56
149.745,4259.56
149.795,4259.56
149.845,4259.56
149.895,4258.12
149.945,4256.69
149.995,4256.69
150.045,4255.26
150.095,4255.26
150.145,4253.82
150.195,4252.39
150.245,4253.82
150.295,4250.95
150.345,4250.95
150.395,4249.52
150.445,4249.52
150.495,4249.52
150.545,4248.09
150.595,4249.52
150.645,4248.09
150.695,4246.65
150.745,4246.65
150.795,4245.22
150.845,4245.22
150.895,4243.79
150.945,4243.79
150.995,4242.36
151.045,4242.36
151.095,4242.36
151.145,4242.36
151.195,4240.92
151.245,4239.49
151.295,4238.06
151.345,4238.06
151.395,4238.06
151.445,4238.06
151.495,4236.63
151.545,4236.63
151.595,4236.63
151.645,4235.19
151.695,4233.76
151.745,4233.76
151.795,4233.76
151.845,4232.33
151.895,4230.89
151.945,4230.89
151.995,4229.46
152.045,4228.03
152.095,4228.03
152.145,4226.6
152.195,4226.6
152.245,4225.17
152.295,4225.17
152.345,4223.73
152.395,4222.3
152.445,4220.87
152.495,4220.87
152.545,4219.44
152.595,4218.01
152.645,4218.01
152.695,4216.57
152.745,4216.57
152.795,4215.14
152.845,4213.71
152.895,4212.28
152.945,4212.28
152.995,4210.85
153.045,4209.42
153.095,4209.42
153.145,4209.42
153.195,4207.99
153.245,4207.99
153.295,4207.99
153.345,4206.56
153.395,4206.56
153.445,4206.56
153.495,4205.13
153.545,4203.69
153.595,4203.69
153.645,4203.69
153.695,4202.26
153.745,4200.83
153.795,4199.4
153.845,4199.4
153.895,4199.4
153.945,4197.97
153.995,4197.97
154.045,4196.54
154.095,4195.11
154.145,4195.11
154.195,4193.68
154.245,4192.25
154.295,4192.25
154.345,4190.82
154.395,4189.39
154.445,4189.39
154.495,4189.39
154.545,4187.96
154.595,4186.53
154.645,4186.53
154.695,4185.1
154.745,4185.1
154.795,4183.67
154.845,4182.24
154.895,4180.8
154.945,4180.8
154.995,4180.8
155.045,4179.37
155.095,4177.94
155.145,4176.51
155.195,4176.51
155.245,4176.51
155.295,4175.08
155.345,4175.08
155.395,4173.65
155.445,4172.22
155.495,4172.22
